"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei.y","Threshold.membrane.y","Surface.Segmentation","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Phenotype","Details","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","phenotype.label","migration.perturbed","division.perturbed","orientation.perturbed"
"Eph.slide2_image24.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image24","yes",79.8,31.3,"-","yes","3.63","in reality groups are connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk with TVCs and divided","good","-","Eph.slide2_image24.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image25_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image25_left","yes",74.5,27.5,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk with TVCs and divided","good","Ambiguous phenotype between left and right","Eph.slide2_image25_left.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image26_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image26_left","yes",115,31.7,"-","yes","20.8","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with TVCs; the oritentation of the group is not medio-lateral but no feature to catch this)","good","-","Eph.slide2_image26_left.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image26_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image26_right","yes",115,31.7,"-","yes","40.1","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with TVCs; and one of the TVC didn't divide","good","-","Eph.slide2_image26_right.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image27_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image27_right","yes",74.6,35.4,"-","yes","21.8","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide in the tail","good","-","Eph.slide2_image27_right.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image1.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image1","yes",81.8,40.9,"-","yes","27.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells have not the correct orientation","correct","-","Ets.slide1_image1.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Ets.slide1_image10_left.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image10_left","yes",70.4,40.3,"-","yes","23.3","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs, and one of the TVCs didn't divide","correct","-","Ets.slide1_image10_left.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image11.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image11","yes",89.8,30.4,"-","yes","21.6","-","problem division","inhibited TVC division","one of the TVCs didn't divide in the trunk","good","-","Ets.slide1_image11.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image13.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image13","yes",99,30.2,"-","yes","12.5","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide in the tail","correct","-","Ets.slide1_image13.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image14.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image14","yes",69.1,25.4,"-","yes","6.29","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and stayed in the tail, the 2 TVCs didn't divide","good","-","Ets.slide1_image14.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image15.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image15","yes",82.3,30.5,"-","yes","29.7","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Ets.slide1_image15.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image16.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image16","yes",94.5,35.3,"-","yes","37","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Ets.slide1_image16.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image17.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image17","yes",80.1,30.3,"-","yes","36","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate but detached from ATM and it didn't divide","correct","-","Ets.slide1_image17.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image18_right.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image18_right","yes",87.3,25.9,"-","yes","24.3","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Ets.slide1_image18_right.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image19.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image19","yes",75.1,27,"-","yes","24","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","-","Ets.slide1_image19.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image2.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image2","yes",87,35.2,"-","yes","34.8","-","problem division","inhibited TVC division","one TVC divided but not completely (not seen in the segmentation, because the nuclei are far enough to be segmented separately), and the other TVC didn't divide","good","-","Ets.slide1_image2.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image21_right.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image21_right","yes",78.6,50.2,"-","yes","21.1","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","-","Ets.slide1_image21_right.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image22.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image22","yes",80.5,60.2,"-","yes","23.3","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs, and the other TVC migrated but didn't divide","correct","-","Ets.slide1_image22.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image23.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image23","yes",88.3,27.3,"-","yes","38.7","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","-","Ets.slide1_image23.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image24.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image24","yes",77.1,32.3,"-","yes","46.1","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs, and the other TVC migrated but didn't divide","correct","-","Ets.slide1_image24.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image26.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image26","yes",84.3,32.5,"-","yes","0","there is a distance between 2 TVCs that didn't migrate and the ATM that migrated with the 2 other TVCs","problem migration","inhibited TVC migration","one of the TVC stayed far in the tail and divided, the other TVC divided but didn't migrate enough in the trunk, so still attached to the ATMs in the tail","not good","Ambiguous phenotype","Ets.slide1_image26.2020_10_06","migration perturbed",TRUE,FALSE,FALSE
"Ets.slide1_image27.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image27","yes",75.2,30.1,"-","yes","16.4","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Ets.slide1_image27.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image28.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image28","yes",81.7,40.3,"-","yes","31.6","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs, and the other TVC migrated but didn't divide","good","-","Ets.slide1_image28.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image29.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image29","yes",79.9,35.2,"-","yes","70.7","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs, and the other TVC migrated but didn't divide","good","-","Ets.slide1_image29.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image3_left.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image3_left","yes",83.8,30.1,"-","yes","33.4","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail","good","-","Ets.slide1_image3_left.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image30.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image30","yes",74.3,37.3,"-","yes","28.2","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs and the 2 TVCs didin't divide","good","-","Ets.slide1_image30.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image32_right.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image32_right","yes",82.1,27.5,"-","yes","42.3","-","problem migration, division and orientation","inhibited TVC migration / inhibited TVC division / TVC cell alignment","one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs, and the other TVC migrated and divided but not in the medio-laterale orientation","correct","-","Ets.slide1_image32_right.2020_10_06","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"Ets.slide1_image33_right.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image33_right","yes",80.4,34.1,"-","yes","-","only one group in the tail - no distance","problem migration and division","inhibited TVC migration / inhibited TVC division","the 2 TVCs didn't migrate, they stayed in the tail with ATMs and didn't divide","not good","Ambiguous phenotype","Ets.slide1_image33_right.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image35.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image35","yes",79.4,37.6,"-","yes","36.1","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Ets.slide1_image35.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image36.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image36","yes",82.8,31.4,"-","yes","38.5","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs, and the other TVC migrated but didn't divide","good","-","Ets.slide1_image36.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image37.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image37","yes",99.5,39.2,"-","yes","21.6","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs, and the other TVC migrated and divided in the trunk","not good","-","Ets.slide1_image37.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image38.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image38","yes",65.1,36,"-","yes","44.4","-","problem division","inhibited TVC division","one of the TVCs didn't divide in the trunk","not good","-","Ets.slide1_image38.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image39_left.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image39_left","yes",100,37.6,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division / inhibited TVC division","the ATMs migrated in the trunk with the TVCs, one of the ATM divided and one of the TVCs didn't divided in the trunk","good","Ambiguous phenotype","Ets.slide1_image39_left.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image4.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image4","yes",83.8,33.3,"-","yes","27.6","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk (one started to divide but nuclei still close so considered as 1 cell)","not good","-","Ets.slide1_image4.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image40_left.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image40_left","yes",85.5,35.1,"-","yes","22.6","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs; the other TVC didn't divide in the trunk","good","-","Ets.slide1_image40_left.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image40_right.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image40_right","yes",85.5,35.1,"-","yes","24.7","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs; the other TVC migrated and divided in the trunk","good","-","Ets.slide1_image40_right.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image42_left.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image42_left","yes",80.1,24.7,"-","yes","0","groups connected","problem migration","enhanced ATM migration","one of the ATM migrated in the trunk with the TVCs, but not completely because still attached to the other ATM in the tail","good","-","Ets.slide1_image42_left.2020_10_06","migration perturbed",TRUE,FALSE,FALSE
"Ets.slide1_image44_left.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image44_left","yes",73.5,29.3,"-","yes","35.9","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs, and the other TVC migrated but didn't divide in the trunk","not good","not segmented correctly on the membrane signal","Ets.slide1_image44_left.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Ets.slide1_image45.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image45","yes",70.3,40,"-","yes","22.5","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Ets.slide1_image45.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Ets.slide1_image46_right.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image46_right","yes",79.3,30.2,"-","yes","21.3","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs, and the other TVC migrated but didn't divide in the trunk","good","-","Ets.slide1_image46_right.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
