"","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"2849","ENSCING00000005156","ENSCINT00000010612","","","XP_009862302"
"2850","ENSCING00000013717","ENSCINT00000025320","","","XP_002128085"
"2851","ENSCING00000010043","ENSCINT00000020163","","",""
"2852","ENSCING00000013715","ENSCINT00000025317","","",""
"2853","ENSCING00000007712","ENSCINT00000015826","","",""
"2854","ENSCING00000020723","ENSCINT00000034444","","",""
"2855","ENSCING00000005150","ENSCINT00000010603","","",""
"2856","ENSCING00000017143","ENSCINT00000029473","","",""
"2857","ENSCING00000007710","ENSCINT00000015821","","",""
"2858","ENSCING00000013716","ENSCINT00000025318","","",""
"2859","ENSCING00000005154","ENSCINT00000010608","","",""
"2860","ENSCING00000007708","ENSCINT00000022745","","",""
"2861","ENSCING00000005155","ENSCINT00000010610","","",""
"2862","ENSCING00000007708","ENSCINT00000015819","","",""
"2863","ENSCING00000019820","ENSCINT00000031940","","",""
"2864","ENSCING00000007708","ENSCINT00000022746","","",""
"2865","ENSCING00000018344","ENSCINT00000025316","","",""
"2866","ENSCING00000011886","ENSCINT00000022747","","",""
"2867","ENSCING00000022790","ENSCINT00000032904","","",""
"2868","ENSCING00000020265","ENSCINT00000032408","","",""
"2869","ENSCING00000007707","ENSCINT00000015817","","",""
"2870","ENSCING00000000207","ENSCINT00000000383","","",""
"2871","ENSCING00000016143","ENSCINT00000028381","","",""
"2872","ENSCING00000015299","ENSCINT00000015839","","",""
"2873","ENSCING00000024652","ENSCINT00000033128","","",""
"2874","ENSCING00000021341","ENSCINT00000037043","","",""
"2875","ENSCING00000006708","ENSCINT00000013754","","","XP_002128751"
"2876","ENSCING00000007720","ENSCINT00000015846","","",""
"2877","ENSCING00000016147","ENSCINT00000028386","","",""
"2878","ENSCING00000007720","ENSCINT00000031948","","",""
"2879","ENSCING00000000469","ENSCINT00000000855","","",""
"2880","ENSCING00000011882","ENSCINT00000015845","","","XP_004226224"
"2881","ENSCING00000020113","ENSCINT00000033733","","",""
"2882","ENSCING00000007718","ENSCINT00000032846","","",""
"2883","ENSCING00000007718","ENSCINT00000015842","","",""
"2884","ENSCING00000000466","ENSCINT00000000852","","","XP_002128468"
"2885","ENSCING00000007716","ENSCINT00000015832","","",""
"2886","ENSCING00000000455","ENSCINT00000000838","","",""
"2887","ENSCING00000016787","ENSCINT00000029116","","",""
"2888","ENSCING00000021478","ENSCINT00000033314","","",""
"2889","ENSCING00000021242","ENSCINT00000036411","","",""
"2890","ENSCING00000017991","ENSCINT00000033831","","",""
"2891","ENSCING00000013711","ENSCINT00000005211","","",""
"2892","ENSCING00000020171","ENSCINT00000033028","","",""
"2893","ENSCING00000013708","ENSCINT00000025307","","",""
"2894","ENSCING00000019981","ENSCINT00000033234","","","XP_004225523"
"2895","ENSCING00000024327","ENSCINT00000035572","","","XP_002128628"
"2896","ENSCING00000019054","ENSCINT00000036948","","",""
"2897","ENSCING00000005120","ENSCINT00000026672","","",""
"2898","ENSCING00000018548","ENSCINT00000034351","","",""
"2899","ENSCING00000017921","ENSCINT00000031122","","",""
"2900","ENSCING00000014686","ENSCINT00000026673","","",""
"2901","ENSCING00000024493","ENSCINT00000032169","","",""
"2902","ENSCING00000005147","ENSCINT00000010597","","",""
"2903","ENSCING00000014687","ENSCINT00000026674","","",""
"2904","ENSCING00000021915","ENSCINT00000036953","","",""
"2905","ENSCING00000007725","ENSCINT00000015860","","",""
"2906","ENSCING00000007725","ENSCINT00000015858","","",""
"2907","ENSCING00000024936","ENSCINT00000031911","","",""
"2908","ENSCING00000021666","ENSCINT00000036599","","",""
"2909","ENSCING00000001879","ENSCINT00000003787","","",""
"2910","ENSCING00000005125","ENSCINT00000010549","","",""
"2911","ENSCING00000020867","ENSCINT00000035308","","",""
"2912","ENSCING00000019666","ENSCINT00000032638","","",""
"2913","ENSCING00000014688","ENSCINT00000026678","","",""
"2914","ENSCING00000023673","ENSCINT00000034255","","",""
"2915","ENSCING00000005072","ENSCINT00000010470","","",""
"2916","ENSCING00000013710","ENSCINT00000025309","","",""
"2917","ENSCING00000005084","ENSCINT00000010479","","","XP_009860723"
"2918","ENSCING00000020709","ENSCINT00000036329","","",""
"2919","ENSCING00000001907","ENSCINT00000003851","","",""
"2920","ENSCING00000023833","ENSCINT00000033652","","",""
"2921","ENSCING00000007724","ENSCINT00000015855","","",""
"2922","ENSCING00000020961","ENSCINT00000036134","","",""
"2923","ENSCING00000016786","ENSCINT00000029115","","",""
"2924","ENSCING00000023596","ENSCINT00000031997","","",""
"2925","ENSCING00000023411","ENSCINT00000035355","","",""
"2926","ENSCING00000013704","ENSCINT00000025302","","",""
"2927","ENSCING00000013705","ENSCINT00000025303","","",""
"2928","ENSCING00000001849","ENSCINT00000003738","zf(traf/ring)-1","NP_001071977",""
"2929","ENSCING00000007727","ENSCINT00000015864","","",""
"2930","ENSCING00000021642","ENSCINT00000032026","","","XP_002128811"
"2931","ENSCING00000001850","ENSCINT00000033746","","",""
"2932","ENSCING00000001850","ENSCINT00000003750","","",""
"2933","ENSCING00000022400","ENSCINT00000034411","","",""
"2934","ENSCING00000005085","ENSCINT00000010489","","",""
"2935","ENSCING00000022991","ENSCINT00000037008","","",""
"2936","ENSCING00000015898","ENSCINT00000028116","","",""
"2937","ENSCING00000022670","ENSCINT00000034966","","",""
"2938","ENSCING00000023877","ENSCINT00000031055","","",""
"2939","ENSCING00000014657","ENSCINT00000026633","","",""
"2940","ENSCING00000020676","ENSCINT00000037214","","",""
"2941","ENSCING00000005102","ENSCINT00000010526","zf(an1/a20like)-2","NP_001041463",""
"2942","ENSCING00000014670","ENSCINT00000026650","","",""
"2943","ENSCING00000008738","ENSCINT00000017813","","",""
"2944","ENSCING00000000348","ENSCINT00000000633","tgfbr-iia","NP_001071835","XP_026693851"
"2945","ENSCING00000010024","ENSCINT00000020144","","",""
"2946","ENSCING00000019844","ENSCINT00000033798","","","XP_002127259"
"2947","ENSCING00000013746","ENSCINT00000025363","","",""
"2948","ENSCING00000004508","ENSCINT00000009323","","",""
"2949","ENSCING00000008737","ENSCINT00000017811","","","XP_002124848"
"2950","ENSCING00000025082","ENSCINT00000036813","","",""
"2951","ENSCING00000018511","ENSCINT00000034865","","",""
"2952","ENSCING00000023553","ENSCINT00000033842","","",""
"2953","ENSCING00000022127","ENSCINT00000030522","","",""
"2954","ENSCING00000010025","ENSCINT00000032840","","",""
"2955","ENSCING00000010025","ENSCINT00000020145","","",""
"2956","ENSCING00000010026","ENSCINT00000020146","","",""
"2957","ENSCING00000008736","ENSCINT00000017806","","","XP_002125088"
"2958","ENSCING00000008735","ENSCINT00000017801","","","XP_002125400"
"2959","ENSCING00000016779","ENSCINT00000029107","","","XP_002129153"
"2960","ENSCING00000024468","ENSCINT00000031608","","",""
"2961","ENSCING00000011879","ENSCINT00000022736","","",""
"2962","ENSCING00000014682","ENSCINT00000026665","","",""
"2963","ENSCING00000008734","ENSCINT00000017800","","",""
"2964","ENSCING00000005114","ENSCINT00000010536","","",""
"2965","ENSCING00000011880","ENSCINT00000022737","","",""
"2966","ENSCING00000005117","ENSCINT00000010540","","",""
"2967","ENSCING00000024541","ENSCINT00000032901","","",""
"2968","ENSCING00000018397","ENSCINT00000031602","","",""
"2969","ENSCING00000021513","ENSCINT00000033119","","",""
"2970","ENSCING00000005118","ENSCINT00000010542","zf(bbox/ring/phd)-1","NP_001071923","XP_018670239"
"2971","ENSCING00000021897","ENSCINT00000034090","","",""
"2972","ENSCING00000000258","ENSCINT00000000466","","",""
"2973","ENSCING00000022574","ENSCINT00000036637","","",""
"2974","ENSCING00000020602","ENSCINT00000031779","","",""
"2975","ENSCING00000008740","ENSCINT00000017816","","",""
"2976","ENSCING00000003459","ENSCINT00000009344","","","XP_002127433"
"2977","ENSCING00000008741","ENSCINT00000017819","","",""
"2978","ENSCING00000013703","ENSCINT00000025301","","",""
"2979","ENSCING00000005066","ENSCINT00000010447","","",""
"2980","ENSCING00000020872","ENSCINT00000032994","","",""
"2981","ENSCING00000008742","ENSCINT00000017821","","",""
"2982","ENSCING00000019753","ENSCINT00000030668","","",""
"2983","ENSCING00000018357","ENSCINT00000033953","","",""
"2984","ENSCING00000011878","ENSCINT00000022734","","",""
"2985","ENSCING00000005041","ENSCINT00000010380","","",""
"2986","ENSCING00000014636","ENSCINT00000026606","","",""
"2987","ENSCING00000020379","ENSCINT00000033983","","",""
"2988","ENSCING00000005045","ENSCINT00000010430","","",""
"2989","ENSCING00000005062","ENSCINT00000010439","","",""
"2990","ENSCING00000011877","ENSCINT00000022733","","",""
"2991","ENSCING00000011877","ENSCINT00000036852","","",""
"2992","ENSCING00000011877","ENSCINT00000020138","","","XP_002127041"
"2993","ENSCING00000005064","ENSCINT00000010442","","","XP_002127707"
"2994","ENSCING00000011876","ENSCINT00000022732","","","XP_002127166"
"2995","ENSCING00000004521","ENSCINT00000009349","","","XP_002126466"
"2996","ENSCING00000005029","ENSCINT00000010335","","","XP_002125735"
"2997","ENSCING00000008744","ENSCINT00000017823","","",""
"2998","ENSCING00000024223","ENSCINT00000031564","","",""
"2999","ENSCING00000021639","ENSCINT00000035473","","",""
"3000","ENSCING00000021073","ENSCINT00000032601","","",""
"3001","ENSCING00000008749","ENSCINT00000017831","","",""
"3002","ENSCING00000023182","ENSCINT00000031259","","",""
"3003","ENSCING00000004527","ENSCINT00000009362","","",""
"3004","ENSCING00000008750","ENSCINT00000017838","","","XP_009859024"
"3005","ENSCING00000008763","ENSCINT00000017865","","",""
"3006","ENSCING00000015708","ENSCINT00000014107","","",""
"3007","ENSCING00000022136","ENSCINT00000035600","","",""
"3008","ENSCING00000023512","ENSCINT00000032048","","",""
"3009","ENSCING00000010019","ENSCINT00000020139","","",""
"3010","ENSCING00000004534","ENSCINT00000009366","","",""
"3011","ENSCING00000008776","ENSCINT00000017873","","",""
"3012","ENSCING00000011872","ENSCINT00000022726","","",""
"3013","ENSCING00000011873","ENSCINT00000022727","","",""
"3014","ENSCING00000011871","ENSCINT00000022725","","",""
"3015","ENSCING00000008784","ENSCINT00000017876","","",""
"3016","ENSCING00000008785","ENSCINT00000017878","","","XP_002128249"
"3017","ENSCING00000008787","ENSCINT00000017902","nachr","NP_001265924",""
"3018","ENSCING00000020187","ENSCINT00000031273","","",""
"3019","ENSCING00000004535","ENSCINT00000009378","","",""
"3020","ENSCING00000008808","ENSCINT00000017927","","",""
"3021","ENSCING00000010075","ENSCINT00000020195","","",""
"3022","ENSCING00000024362","ENSCINT00000036841","","",""
"3023","ENSCING00000013702","ENSCINT00000021506","","",""
"3024","ENSCING00000005374","ENSCINT00000011034","","","XP_002128566"
"3025","ENSCING00000020716","ENSCINT00000036171","","",""
"3026","ENSCING00000019382","ENSCINT00000031229","","",""
"3027","ENSCING00000013701","ENSCINT00000025299","","","XP_002132101"
"3028","ENSCING00000022838","ENSCINT00000031778","","",""
"3029","ENSCING00000008815","ENSCINT00000017943","","",""
"3030","ENSCING00000004557","ENSCINT00000009430","","",""
"3031","ENSCING00000013695","ENSCINT00000009402","","",""
"3032","ENSCING00000004596","ENSCINT00000009483","","",""
"3033","ENSCING00000004594","ENSCINT00000009481","","",""
"3034","ENSCING00000008817","ENSCINT00000017945","","","XP_002128772"
"3035","ENSCING00000023171","ENSCINT00000037075","","",""
"3036","ENSCING00000011869","ENSCINT00000022722","","","XP_002128810"
"3037","ENSCING00000004592","ENSCINT00000025289","","",""
"3038","ENSCING00000008819","ENSCINT00000017954","","","XP_002128869"
"3039","ENSCING00000011868","ENSCINT00000022721","","",""
"3040","ENSCING00000021534","ENSCINT00000033279","","","XP_026690772"
"3041","ENSCING00000021534","ENSCINT00000033279","","","XP_002129138"
"3042","ENSCING00000004591","ENSCINT00000009476","","","XP_002131885"
"3043","ENSCING00000004591","ENSCINT00000009476","","","XP_018670506"
"3044","ENSCING00000011867","ENSCINT00000017961","","",""
"3045","ENSCING00000023551","ENSCINT00000030512","","",""
"3046","ENSCING00000011866","ENSCINT00000022719","","",""
"3047","ENSCING00000022525","ENSCINT00000031740","","",""
"3048","ENSCING00000008226","ENSCINT00000016803","","",""
"3049","ENSCING00000018794","ENSCINT00000032381","","",""
"3050","ENSCING00000021676","ENSCINT00000036989","","",""
"3051","ENSCING00000025052","ENSCINT00000036728","","",""
"3052","ENSCING00000011864","ENSCINT00000022717","","",""
"3053","ENSCING00000008182","ENSCINT00000016746","","",""
"3054","ENSCING00000018475","ENSCINT00000036130","","",""
"3055","ENSCING00000011859","ENSCINT00000022711","","",""
"3056","ENSCING00000011860","ENSCINT00000022713","","","XP_002126936"
"3057","ENSCING00000021602","ENSCINT00000033081","","","XP_026690871"
"3058","ENSCING00000022328","ENSCINT00000031716","","",""
"3059","ENSCING00000008177","ENSCINT00000016706","zf(fyve)-4","NP_001071909",""
"3060","ENSCING00000008178","ENSCINT00000016711","","",""
"3061","ENSCING00000011863","ENSCINT00000022716","","",""
"3062","ENSCING00000022710","ENSCINT00000033720","","",""
"3063","ENSCING00000008180","ENSCINT00000016715","","",""
"3064","ENSCING00000001782","ENSCINT00000003597","","",""
"3065","ENSCING00000020533","ENSCINT00000034639","","",""
"3066","ENSCING00000001793","ENSCINT00000003614","","","XP_002126556"
"3067","ENSCING00000025114","ENSCINT00000031887","","",""
"3068","ENSCING00000019824","ENSCINT00000033117","","","XP_026690924"
"3069","ENSCING00000022241","ENSCINT00000036299","","",""
"3070","ENSCING00000022550","ENSCINT00000033876","","",""
"3071","ENSCING00000019300","ENSCINT00000033405","","",""
"3072","ENSCING00000004580","ENSCINT00000009467","","",""
"3073","ENSCING00000019882","ENSCINT00000032506","","",""
"3074","ENSCING00000020420","ENSCINT00000035343","","",""
"3075","ENSCING00000022898","ENSCINT00000032737","","",""
"3076","ENSCING00000025086","ENSCINT00000036832","","",""
"3077","ENSCING00000004613","ENSCINT00000009520","","",""
"3078","ENSCING00000005034","ENSCINT00000010364","","","XP_026693553"
"3079","ENSCING00000010023","ENSCINT00000020143","","","XP_026693249"
"3080","ENSCING00000010023","ENSCINT00000020143","","","XP_002126786"
"3081","ENSCING00000020864","ENSCINT00000034830","","",""
"3082","ENSCING00000001328","ENSCINT00000002575","capza","NP_001265887",""
"3083","ENSCING00000021933","ENSCINT00000033962","","",""
"3084","ENSCING00000001816","ENSCINT00000003666","","",""
"3085","ENSCING00000005020","ENSCINT00000010318","","",""
"3086","ENSCING00000005022","ENSCINT00000010325","","",""
"3087","ENSCING00000005026","ENSCINT00000010331","","",""
"3088","ENSCING00000001811","ENSCINT00000003655","","","XP_002123031"
"3089","ENSCING00000021372","ENSCINT00000033278","","",""
"3090","ENSCING00000023754","ENSCINT00000035456","","",""
"3091","ENSCING00000001808","ENSCINT00000003650","","","XP_002128647"
"3092","ENSCING00000020718","ENSCINT00000036248","","",""
"3093","ENSCING00000001800","ENSCINT00000003638","","","XP_018667993"
"3094","ENSCING00000001800","ENSCINT00000003638","","","XP_026690876"
"3095","ENSCING00000001762","ENSCINT00000003581","","",""
"3096","ENSCING00000001762","ENSCINT00000003567","","",""
"3097","ENSCING00000014592","ENSCINT00000005889","","",""
"3098","ENSCING00000018394","ENSCINT00000031318","","",""
"3099","ENSCING00000002930","ENSCINT00000006009","","",""
"3100","ENSCING00000001795","ENSCINT00000003623","","","XP_002129221"
"3101","ENSCING00000024109","ENSCINT00000036721","","",""
"3102","ENSCING00000014591","ENSCINT00000026556","","",""
"3103","ENSCING00000019960","ENSCINT00000032754","","",""
"3104","ENSCING00000001794","ENSCINT00000003618","","","XP_002129327"
"3105","ENSCING00000014590","ENSCINT00000026555","","",""
"3106","ENSCING00000011855","ENSCINT00000022708","","",""
"3107","ENSCING00000020892","ENSCINT00000036825","","",""
"3108","ENSCING00000023298","ENSCINT00000033471","","",""
"3109","ENSCING00000021964","ENSCINT00000036054","","",""
"3110","ENSCING00000022409","ENSCINT00000022707","","",""
"3111","ENSCING00000002877","ENSCINT00000005852","","","XP_026693270"
"3112","ENSCING00000010421","ENSCINT00000020697","","","XP_018670393"
"3113","ENSCING00000002881","ENSCINT00000005874","","",""
"3114","ENSCING00000004599","ENSCINT00000009502","","",""
"3115","ENSCING00000004599","ENSCINT00000009504","","",""
"3116","ENSCING00000013693","ENSCINT00000025288","","",""
"3117","ENSCING00000018995","ENSCINT00000009527","","",""
"3118","ENSCING00000002872","ENSCINT00000005845","cinut","NP_001027636",""
"3119","ENSCING00000014589","ENSCINT00000026553","","","XP_002121313"
"3120","ENSCING00000022724","ENSCINT00000036509","","","XP_018667974"
"3121","ENSCING00000013691","ENSCINT00000025286","","","XP_002131897"
"3122","ENSCING00000023426","ENSCINT00000032373","","",""
"3123","ENSCING00000020988","ENSCINT00000034535","","",""
"3124","ENSCING00000019724","ENSCINT00000031384","","",""
"3125","ENSCING00000020219","ENSCINT00000030964","","",""
"3126","ENSCING00000001445","ENSCINT00000002830","","",""
"3127","ENSCING00000021841","ENSCINT00000036298","","",""
"3128","ENSCING00000000067","ENSCINT00000000091","","",""
"3129","ENSCING00000011853","ENSCINT00000022705","","",""
"3130","ENSCING00000017922","ENSCINT00000033109","","",""
"3131","ENSCING00000023548","ENSCINT00000036377","","",""
