"","ensembl_transcript_id","KHID","KHname","ensembl_gene_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"2961","ENSCINT00000009017","KH.C1.5","DUOX/1/2","ENSCING00000004357","","",""
"2962","ENSCINT00000009018","KH.C2.973","KH2013:KH.C2.973_MET31/32","ENSCING00000004359","zf(c2h2)-145","NP_001122359",""
"2963","ENSCINT00000009019","KH.C3.456","JPH1/2/3","ENSCING00000004362","","",""
"2964","ENSCINT00000009020","KH.L10.32","SI:CH211-69E5.1","ENSCING00000004361","","",""
"2965","ENSCINT00000009024","KH.C2.1006","CNOT4","ENSCING00000004364","","",""
"2966","ENSCINT00000009027","KH.C3.767","XYLT1/2","ENSCING00000004363","xt","NP_001029012",""
"2967","ENSCINT00000009029","KH.S1090.3","KH2013:KH.S1090.3_MS4A1/15/18/2/3","ENSCING00000004365","","","XP_002131272"
"2968","ENSCINT00000009038","KH.C2.110","KH2013:KH.C2.110_GST-11","ENSCING00000004369","","",""
"2969","ENSCINT00000009039","KH.C7.346","DLX1","ENSCING00000004370","","",""
"2970","ENSCINT00000009041","KH.C1.272","SPO11","ENSCING00000004353","","","XP_009862166"
"2971","ENSCINT00000009044","KH.C7.243","LAB","ENSCING00000004374","","",""
"2972","ENSCINT00000009047","KH.C2.487","VF13D12L.3","ENSCING00000004371","","",""
"2973","ENSCINT00000009052","KH.C2.458","IGBP1","ENSCING00000004381","","",""
"2974","ENSCINT00000009058","KH.C2.1147","KH2013:KH.C2.1147_ZGC:152830","ENSCING00000004383","","","XP_002127883"
"2975","ENSCINT00000009061","KH.C1.113","MYBPC1/2/3","ENSCING00000004377","","",""
"2976","ENSCINT00000009065","KH.C1.252","CALU-1","ENSCING00000004385","","",""
"2977","ENSCINT00000009066","KH.C3.86","RHPN1/2","ENSCING00000004372","","",""
"2978","ENSCINT00000009067","KH.C1.1121","KH2013:KH.C1.1121_SULT6B1","ENSCING00000004386","","",""
"2979","ENSCINT00000009069","KH.C1.178","SSU72","ENSCING00000004387","","","XP_026694162"
"2980","ENSCINT00000009072","KH.C2.930","PTC2/3","ENSCING00000004389","","","XP_002127931"
"2981","ENSCINT00000009073","KH.C3.889","MMS19","ENSCING00000004390","","",""
"2982","ENSCINT00000009076","KH.C3.241","NUDT9","ENSCING00000004392","","",""
"2983","ENSCINT00000009077","KH.C1.124","MCM7","ENSCING00000004388","","",""
"2984","ENSCINT00000009078","KH.C3.877","SI:DKEY-154P10.3","ENSCING00000004393","zf(c2h2)-1","NP_001071855","XP_009857958"
"2985","ENSCINT00000009079","KH.C3.38","MRPL11/19","ENSCING00000004394","","","XP_002129028"
"2986","ENSCINT00000009081","KH.C3.40","KH2013:KH.C3.40_WDR90","ENSCING00000004395","","",""
"2987","ENSCINT00000009090","KH.C3.173","KH2013:KH.C3.173_WDR90","ENSCING00000004400","","",""
"2988","ENSCINT00000009093","KH.C3.173","KH2013:KH.C3.173_WDR90","ENSCING00000004400","","",""
"2989","ENSCINT00000009096","KH.C5.142","ASF1A","ENSCING00000000181","","",""
"2990","ENSCINT00000009098","KH.C3.545","KH2013:KH.C3.545_B4GALT2","ENSCING00000004405","","",""
"2991","ENSCINT00000009101","KH.C5.491","2410002O22RIK","ENSCING00000004404","","","XP_026690327"
"2992","ENSCINT00000009101","KH.C5.491","2410002O22RIK","ENSCING00000004404","","","XP_002129801"
"2993","ENSCINT00000009101","KH.C5.491","2410002O22RIK","ENSCING00000004404","","","XP_026690326"
"2994","ENSCINT00000009107","KH.C5.451","SPINT1/2","ENSCING00000004406","","","XP_026690343"
"2995","ENSCINT00000009107","KH.C5.451","SPINT1/2","ENSCING00000004406","","","XP_018667426"
"2996","ENSCINT00000009107","KH.C5.451","SPINT1/2","ENSCING00000004406","","","XP_002129651"
"2997","ENSCINT00000009111","KH.C2.136","KH2013:KH.C2.136_AGP1/2/3","ENSCING00000004391","","",""
"2998","ENSCINT00000009112","KH.C2.136","KH2013:KH.C2.136_AGP1/2/3","ENSCING00000004391","","",""
"2999","ENSCINT00000009116","KH.S1107.2","OSTC","ENSCING00000004396","","","XP_018672046"
"3000","ENSCINT00000009121","KH.C2.819","CORO7","ENSCING00000004409","","",""
"3001","ENSCINT00000009123","KH.C8.429","SHOC2","ENSCING00000004411","","",""
"3002","ENSCINT00000009124","KH.L90.3","KH2013:KH.L90.3_SERHL/2","ENSCING00000004414","","","XP_002129625"
"3003","ENSCINT00000009125","KH.C5.392","IDH3B","ENSCING00000004407","","",""
"3004","ENSCINT00000009126","KH.C2.777","KH2013:KH.C2.777_MOXD1","ENSCING00000004415","","",""
"3005","ENSCINT00000009127","KH.S403.1","WDR38","ENSCING00000004418","","","XP_002129663"
"3006","ENSCINT00000009128","KH.C2.704","KH2013:KH.C2.704_CUBN","ENSCING00000016144","","",""
"3007","ENSCINT00000009130","KH.S403.2","ZFAND5/6","ENSCING00000004420","","","XP_002129884"
"3008","ENSCINT00000009130","KH.S403.2","ZFAND5/6","ENSCING00000004420","","","XP_009860635"
"3009","ENSCINT00000009130","KH.S403.2","ZFAND5/6","ENSCING00000004420","","","XP_009860637"
"3010","ENSCINT00000009131","KH.C8.35","ANKRD1/2","ENSCING00000004417","","",""
"3011","ENSCINT00000009133","KH.C2.1118","KH2013:KH.C2.1118_CUBN","ENSCING00000004421","","",""
"3012","ENSCINT00000009139","KH.S403.4","GCAT","ENSCING00000011811","","","XP_002130203"
"3013","ENSCINT00000009142","KH.C2.531","EFHA2","ENSCING00000004427","","",""
"3014","ENSCINT00000009145","KH.C8.874","SLC27A2/6","ENSCING00000004423","","",""
"3015","ENSCINT00000009147","KH.S403.5","CTSA","ENSCING00000004429","","","XP_002130105"
"3016","ENSCINT00000009152","KH.L20.14","ISG20L2","ENSCING00000004431","","","XP_002119836"
"3017","ENSCINT00000009154","KH.C2.125","FGF10/16/20/22/3/7/9","ENSCING00000004434","","",""
"3018","ENSCINT00000009156","KH.L20.5","GSTA1/2/3/4/5","ENSCING00000004435","","",""
"3019","ENSCINT00000009157","KH.C2.881","AVT5/6/7","ENSCING00000004436","","",""
"3020","ENSCINT00000009159","KH.L20.1","GATA4/5/6","ENSCING00000004437","","",""
"3021","ENSCINT00000009164","KH.L20.17","PPIL6","ENSCING00000004439","","","XP_002119690"
"3022","ENSCINT00000009166","KH.C2.1088","ZC3HC1","ENSCING00000004440","","","XP_002128832"
"3023","ENSCINT00000009171","KH.C2.1020","KH2013:KH.C2.1020","ENSCING00000004441","","",""
"3024","ENSCINT00000009173","KH.L20.61","CABZ01074268.1","ENSCING00000004443","","","XP_002119849"
"3025","ENSCINT00000009180","KH.C6.94","TP53I11","ENSCING00000004446","","",""
"3026","ENSCINT00000009181","KH.C2.406","GLYR1","ENSCING00000004445","","","XP_009857656"
"3027","ENSCINT00000009192","KH.S988.3","NANOS1","ENSCING00000004449","","","XP_002130327"
"3028","ENSCINT00000009198","KH.C6.133","ADK","ENSCING00000004452","","","XP_026690634"
"3029","ENSCINT00000009201","KH.C2.353","FCHSD2","ENSCING00000004451","","",""
"3030","ENSCINT00000009202","KH.C5.285","WDR1","ENSCING00000004442","","",""
"3031","ENSCINT00000009207","KH.L20.27","SNX4","ENSCING00000004454","","","XP_002119505"
"3032","ENSCINT00000009209","KH.C8.296","KH2013:KH.C8.296_HTR7","ENSCING00000004433","","",""
"3033","ENSCINT00000009212","KH.C5.174","KH2013:KH.C5.174_BSC6","ENSCING00000004458","","",""
"3034","ENSCINT00000009214","KH.L166.4","SORCS2","ENSCING00000016105","","",""
"3035","ENSCINT00000009216","KH.C4.23","KH2013:KH.C4.23_PANX1/2/3","ENSCING00000016455","","",""
"3036","ENSCINT00000009219","KH.C5.100","LRRC45","ENSCING00000004462","","",""
"3037","ENSCINT00000009221","KH.C8.577","KH2013:KH.C8.577_CRISPLD1/2","ENSCING00000004464","","","XP_026691152"
"3038","ENSCINT00000009223","KH.L87.6","KH2013:KH.L87.6_ITLN1/2","ENSCING00000004465","","",""
"3039","ENSCINT00000009225","KH.C2.1072","PHKA1/2","ENSCING00000004457","","",""
"3040","ENSCINT00000009226","KH.C2.1072","PHKA1/2","ENSCING00000004457","","",""
"3041","ENSCINT00000009229","KH.C2.1072","PHKA1/2","ENSCING00000004457","","",""
"3042","ENSCINT00000009231","KH.S776.1","KH2013:KH.S776.1_PGP-1/9","ENSCING00000004461","","","XP_002121963"
"3043","ENSCINT00000009234","KH.C5.176","CiEnds1","ENSCING00000004466","","",""
"3044","ENSCINT00000009238","KH.C5.176","CiEnds1","ENSCING00000004469","","",""
"3045","ENSCINT00000009243","KH.S776.1","KH2013:KH.S776.1_PGP-1/9","ENSCING00000004461","","",""
"3046","ENSCINT00000009244","KH.C9.29","KH2013:KH.C9.29_DTX3L","ENSCING00000004473","","",""
"3047","ENSCINT00000009249","KH.C8.268","SLC27A2/3/5/6","ENSCING00000004468","","",""
"3048","ENSCINT00000009254","KH.C6.212","RINT1","ENSCING00000004476","","",""
"3049","ENSCINT00000009258","KH.C8.653","KH2013:KH.C8.653_IRC24","ENSCING00000003442","","","XP_002127640"
"3050","ENSCINT00000009260","KH.S900.2","ABCB1/11/4/5","ENSCING00000010768","","",""
"3051","ENSCINT00000009261","KH.S988.2","PSMD6","ENSCING00000004450","","","XP_002130443"
"3052","ENSCINT00000009264","KH.S776.1","KH2013:KH.S776.1_PGP-1/9","ENSCING00000000220","","",""
"3053","ENSCINT00000009270","KH.C6.121","KH2013:KH.C6.121_ARF1/2","ENSCING00000004480","","",""
"3054","ENSCINT00000009278","KH.S776.2","GAS8","ENSCING00000004482","","","XP_002122025"
"3055","ENSCINT00000009279","KH.L14.1","MYLIP","ENSCING00000004484","","",""
"3056","ENSCINT00000009281","KH.L14.2","F27E11.1/2","ENSCING00000004485","","",""
"3057","ENSCINT00000009283","KH.S489.3","MLST8","ENSCING00000004488","","","XP_002127133"
"3058","ENSCINT00000009284","KH.C8.260","PODN","ENSCING00000004487","","",""
"3059","ENSCINT00000009288","KH.S489.5","KH2013:KH.S489.5_MS4A1/15/18/2/3","ENSCING00000004493","","","XP_004227517"
"3060","ENSCINT00000009288","KH.S489.5","KH2013:KH.S489.5_MS4A1/15/18/2/3","ENSCING00000004493","","","XP_002127005"
"3061","ENSCINT00000009291","KH.L37.56","KH2013:KH.L37.56_MS4A17A.1/11/14/2/4/5/6/7/8/9","ENSCING00000004495","","","XP_002131617"
"3062","ENSCINT00000009291","KH.L37.56","KH2013:KH.L37.56_MS4A17A.1/11/14/2/4/5/6/7/8/9","ENSCING00000004495","","","XP_018671480"
"3063","ENSCINT00000009292","KH.L37.17","KH2013:KH.L37.17_MS4A17A.1/11/14/2/4/5/6/7/8/9","ENSCING00000004496","","","XP_002131630"
"3064","ENSCINT00000009293","KH.L90.2","CYP2AA4","ENSCING00000004497","","",""
"3065","ENSCINT00000009295","KH.L37.79","KH2013:KH.L37.79_MS4A17A.1/11/14/2/4/5/6/7/8/9","ENSCING00000004499","","","XP_009861610"
"3066","ENSCINT00000009296","KH.S988.1","ARPC1B","ENSCING00000004481","","","XP_002130183"
"3067","ENSCINT00000009302","KH.C8.805","KH2013:KH.C8.805_CLPP","ENSCING00000004492","","","XP_002124509"
"3068","ENSCINT00000009303","KH.L37.72","MUG1/2","ENSCING00000004504","","",""
"3069","ENSCINT00000009311","KH.L90.11","ASNSD1","ENSCING00000004503","","","XP_002123378"
"3070","ENSCINT00000009317","KH.S988.5","STX18","ENSCING00000004501","","","XP_002130500"
"3071","ENSCINT00000009323","KH.C1.736","CDCA7L","ENSCING00000004508","","",""
"3072","ENSCINT00000009325","KH.C8.626","KH2013:KH.C8.626_CTCF","ENSCING00000004507","","",""
"3073","ENSCINT00000009329","KH.C8.657","KH2013:KH.C8.657","ENSCING00000004514","","",""
"3074","ENSCINT00000009335","KH.S1735.3","CHMP3","ENSCING00000004505","","","XP_002130271"
"3075","ENSCINT00000009336","KH.C1.190","KH2013:KH.C1.190_ATG3","ENSCING00000004513","","","XP_004227472"
"3076","ENSCINT00000009339","KH.S391.12","XRCC5","ENSCING00000004516","zf(c2h2)-102","NP_001122374",""
"3077","ENSCINT00000009344","KH.C1.190","KH2013:KH.C1.190_ATG3","ENSCING00000003459","","","XP_002127433"
"3078","ENSCINT00000009346","KH.S514.3","DERL1","ENSCING00000004519","","","XP_002123174"
"3079","ENSCINT00000009347","KH.S391.7","CATSPER2","ENSCING00000004522","","","XP_002121116"
"3080","ENSCINT00000009349","KH.C1.1033","ADHFE1","ENSCING00000004521","","","XP_002126466"
"3081","ENSCINT00000009351","KH.S391.2","KH2013:KH.S391.2_RXFP1","ENSCING00000004523","","","XP_002120542"
"3082","ENSCINT00000009355","KH.S514.1","TPPP/2/3","ENSCING00000004525","","","XP_002124388"
"3083","ENSCINT00000009356","KH.S391.13","RNF31","ENSCING00000004526","","","XP_009860551"
"3084","ENSCINT00000009358","KH.S514.5","KH2013:KH.S514.5_PRC1","ENSCING00000004528","","",""
"3085","ENSCINT00000009360","KH.S391.5","CCDC79","ENSCING00000004529","","",""
"3086","ENSCINT00000009362","KH.C1.737","PSMB6","ENSCING00000004527","","",""
"3087","ENSCINT00000009363","KH.S391.3","KH2013:KH.S391.3_FUT3/4/5/6/7/9","ENSCING00000019214","","","XP_002119429"
"3088","ENSCINT00000009366","KH.C1.1077","SDF4","ENSCING00000004534","","",""
"3089","ENSCINT00000009367","KH.L90.10","KH2013:KH.L90.10_SLC6A11/13","ENSCING00000004530","","",""
"3090","ENSCINT00000009371","KH.L127.1","PPP1R21","ENSCING00000021497","","",""
"3091","ENSCINT00000009377","KH.L90.4","UBE3B","ENSCING00000011800","","",""
"3092","ENSCINT00000009378","KH.C1.374","WASL","ENSCING00000004535","","",""
"3093","ENSCINT00000009379","KH.C9.715","KH2013:KH.C9.715_NBEAL1/2","ENSCING00000004538","","",""
"3094","ENSCINT00000009381","KH.L71.9","SOCS2/8","ENSCING00000004539","","",""
"3095","ENSCINT00000009385","KH.S1466.1","ZNF238","ENSCING00000004545","","","XP_002123310"
"3096","ENSCINT00000009389","KH.C9.335","RBM17","ENSCING00000004543","","",""
"3097","ENSCINT00000009390","KH.C1.15","KH2013:KH.C1.15_KIAA1161","ENSCING00000004544","","",""
"3098","ENSCINT00000009396","KH.S432.4","PIGL","ENSCING00000004551","","",""
"3099","ENSCINT00000009399","KH.S432.5","TSC1","ENSCING00000004555","","","XP_002129559"
"3100","ENSCINT00000009402","KH.C1.717","TMEM67","ENSCING00000013695","","",""
"3101","ENSCINT00000009405","KH.C9.186","KH2013:KH.C9.186_PLCD1/3/4","ENSCING00000004554","","","XP_026691678"
"3102","ENSCINT00000009405","KH.C9.186","KH2013:KH.C9.186_PLCD1/3/4","ENSCING00000004554","","","XP_018668766"
"3103","ENSCINT00000009407","KH.C9.186","KH2013:KH.C9.186_PLCD1/3/4","ENSCING00000004554","","",""
"3104","ENSCINT00000009413","KH.L71.28","KH2013:KH.L71.28_PPP1CA","ENSCING00000004542","","","XP_026694931"
"3105","ENSCINT00000009418","KH.S739.3","ZCCHC6","ENSCING00000004562","","","XP_002119246"
"3106","ENSCINT00000009422","KH.S739.1","KH2013:KH.S739.1","ENSCING00000004564","","",""
"3107","ENSCINT00000009426","KH.L25.13","FAM20B","ENSCING00000004563","","",""
"3108","ENSCINT00000009430","KH.C1.88","ANK1/2/3","ENSCING00000004557","","",""
"3109","ENSCINT00000009431","KH.L71.6","CCDC77","ENSCING00000004567","","","XP_002130863"
"3110","ENSCINT00000009433","KH.C9.40","KH2013:KH.C9.40_GSTO1/2","ENSCING00000004565","","","XP_002129792"
"3111","ENSCINT00000009435","KH.L71.6","CCDC77","ENSCING00000004567","","",""
"3112","ENSCINT00000009444","KH.C9.360","GLY-10","ENSCING00000004570","","",""
"3113","ENSCINT00000009445","KH.L71.30","P4HA1","ENSCING00000004573","","","XP_026694930"
"3114","ENSCINT00000009452","KH.C1.14","ARF2/6","ENSCING00000004577","","","XP_009862219"
"3115","ENSCINT00000009456","KH.L71.26","GNRHR/2","ENSCING00000004578","ci-gnrhr4","NP_001165351",""
"3116","ENSCINT00000009458","KH.C1.333","RPL19","ENSCING00000004574","","",""
"3117","ENSCINT00000009459","KH.C1.986","KIAA1715","ENSCING00000004582","","","XP_002127399"
"3118","ENSCINT00000009461","KH.C1.720","DCPS","ENSCING00000004583","","",""
"3119","ENSCINT00000009462","KH.C1.533","KH2013:KH.C1.533_NAS-30/33/36/37/38","ENSCING00000004584","","",""
"3120","ENSCINT00000009465","KH.C9.325","CRIPT","ENSCING00000004581","","","XP_018668790"
"3121","ENSCINT00000009466","KH.C9.42","FGFR1OP2","ENSCING00000018568","","",""
"3122","ENSCINT00000009467","KH.C1.1299","HDLBP","ENSCING00000004580","","",""
"3123","ENSCINT00000009470","KH.C9.99","TMC4/7","ENSCING00000004588","","",""
"3124","ENSCINT00000009471","KH.S891.2","PDXK","ENSCING00000004587","","","XP_002131131"
"3125","ENSCINT00000009473","KH.C9.99","TMC4/7","ENSCING00000004588","","",""
"3126","ENSCINT00000009476","KH.C1.463","PASK","ENSCING00000004591","","","XP_018670506"
"3127","ENSCINT00000009476","KH.C1.463","PASK","ENSCING00000004591","","","XP_002131885"
"3128","ENSCINT00000009479","KH.C6.10","NR5A1/2/5","ENSCING00000004593","ftzf","NP_001071721","XP_009858805"
"3129","ENSCINT00000009480","KH.C9.838","RBL1/2","ENSCING00000004590","","",""
"3130","ENSCINT00000009481","KH.C1.802","KH2013:KH.C1.802_MATN1","ENSCING00000004594","","",""
"3131","ENSCINT00000009483","KH.C1.617","BRCC3","ENSCING00000004596","","",""
"3132","ENSCINT00000009487","KH.C9.838","RBL1/2","ENSCING00000004590","","",""
"3133","ENSCINT00000009488","KH.C11.228","KH2013:KH.C11.228_WHT-1/4/7","ENSCING00000004600","","",""
"3134","ENSCINT00000009492","KH.C11.288","KH2013:KH.C11.288_ITLN3","ENSCING00000004602","","",""
"3135","ENSCINT00000009493","KH.C9.838","RBL1/2","ENSCING00000004590","","",""
"3136","ENSCINT00000009495","KH.C11.141","KH2013:KH.C11.141_ITLN3","ENSCING00000004604","","",""
"3137","ENSCINT00000009496","KH.C9.298","ADI1","ENSCING00000004605","","","XP_009859565"
"3138","ENSCINT00000009496","KH.C9.298","ADI1","ENSCING00000004605","","","XP_009859566"
"3139","ENSCINT00000009496","KH.C9.298","ADI1","ENSCING00000004605","","","XP_002124828"
"3140","ENSCINT00000009500","KH.C6.146","W03G11.3","ENSCING00000004597","","",""
"3141","ENSCINT00000009501","KH.C9.547","KH2013:KH.C9.547_SLC2A8","ENSCING00000004609","","",""
"3142","ENSCINT00000009502","KH.C1.145","DKC1","ENSCING00000004599","","",""
"3143","ENSCINT00000009504","KH.C1.145","DKC1","ENSCING00000004599","","",""
"3144","ENSCINT00000009506","KH.C9.339","KH2013:KH.C9.339","ENSCING00000004611","","",""
"3145","ENSCINT00000009518","KH.C12.631","ARID1B","ENSCING00000014057","","",""
"3146","ENSCINT00000009520","KH.C1.382","CAB39L/1","ENSCING00000004613","","",""
"3147","ENSCINT00000009527","KH.C1.382","CAB39L/1","ENSCING00000018995","","",""
"3148","ENSCINT00000009532","KH.C6.62","STK38L","ENSCING00000004616","","",""
"3149","ENSCINT00000009539","KH.C13.52","CRB/1","ENSCING00000004617","","",""
"3150","ENSCINT00000009550","KH.C4.267","KH2013:KH.C4.267_GJA10","ENSCING00000013396","","",""
"3151","ENSCINT00000009552","KH.C12.231","KH2013:KH.C12.231_TDO2","ENSCING00000004622","","",""
"3152","ENSCINT00000009557","KH.C9.285","PFK/1/2","ENSCING00000004612","","",""
"3153","ENSCINT00000009562","KH.C11.132","KH2013:KH.C11.132","ENSCING00000004629","","",""
"3154","ENSCINT00000009567","KH.C9.285","PFK/1/2","ENSCING00000004612","","",""
"3155","ENSCINT00000009568","KH.S831.4","SLC35F1/2","ENSCING00000004630","","",""
"3156","ENSCINT00000009575","KH.C12.27","KH2013:KH.C12.27_PHEX","ENSCING00000014061","","",""
"3157","ENSCINT00000009579","KH.C10.398","KH2013:KH.C10.398_DHRS11","ENSCING00000013962","","","XP_002130258"
"3158","ENSCINT00000009581","KH.C12.27","KH2013:KH.C12.27_PHEX","ENSCING00000004627","","",""
"3159","ENSCINT00000009584","KH.C10.582","KH2013:KH.C10.582_DHRS11","ENSCING00000004663","","",""
"3160","ENSCINT00000009594","KH.C10.340","KH2013:KH.C10.340_DHRS11","ENSCING00000004633","","",""
"3161","ENSCINT00000009595","KH.C9.105","TCTN1/3","ENSCING00000004637","","",""
"3162","ENSCINT00000009596","KH.C12.218","KH2013:KH.C12.218_ACHE","ENSCING00000004635","ache","NP_001122349",""
"3163","ENSCINT00000009600","KH.C12.348","PSTPIP1/2","ENSCING00000004638","","",""
"3164","ENSCINT00000009601","KH.C10.188","KH2013:KH.C10.188_DHRS11","ENSCING00000015060","","",""
"3165","ENSCINT00000009605","KH.C12.105","KH2013:KH.C12.105_EGR1/2/3/4","ENSCING00000004641","zf(c2h2)-46","NP_001122361",""
"3166","ENSCINT00000009609","KH.C12.650","KH2013:KH.C12.650_TNR","ENSCING00000004644","","","XP_026692865"
"3167","ENSCINT00000009611","KH.C10.5","YDR170W-A","ENSCING00000004645","","",""
"3168","ENSCINT00000009612","KH.C12.555","KH2013:KH.C12.555_WBSCR27","ENSCING00000004647","","","XP_002129333"
"3169","ENSCINT00000009613","KH.C10.322","KH2013:KH.C10.322","ENSCING00000004648","","","XP_026692135"
"3170","ENSCINT00000009617","KH.C10.507","UBE2L3","ENSCING00000013961","","","XP_002131033"
"3171","ENSCINT00000009622","KH.C12.20","CLIC/1/2/4/5/6","ENSCING00000004649","","","XP_018669942"
"3172","ENSCINT00000009623","KH.C10.378","KH2013:KH.C10.378_CYP-33C1/11/12/3/4/5/6/7/8","ENSCING00000004650","","",""
"3173","ENSCINT00000009625","KH.C9.52","KPNB1","ENSCING00000004639","","",""
"3174","ENSCINT00000009626","KH.C5.565","GTF2H1","ENSCING00000004652","","",""
"3175","ENSCINT00000009631","KH.C12.72","NTN1/2/3/5","ENSCING00000004654","net1a","NP_001027598",""
"3176","ENSCINT00000009636","KH.C12.72","NTN1/2/3/5","ENSCING00000004654","net1a","",""
"3177","ENSCINT00000009637","KH.C2.236","COL6A1/2/3/5/6","ENSCING00000024677","","",""
"3178","ENSCINT00000009638","KH.C1.771","KH2013:KH.C1.771_LPHN1/2/3","ENSCING00000004655","","",""
"3179","ENSCINT00000009643","KH.C12.324","ARL6","ENSCING00000004657","","",""
"3180","ENSCINT00000009645","KH.C10.378","KH2013:KH.C10.378_CYP-33C1/11/12/3/4/5/6/7/8","ENSCING00000004650","","",""
