"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"EPB4.1.slide1_image34.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image34","yes",88,40,"-","-","yes","17.9","-","problem orientation","TVC cell alignement","one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned","good","-","EPB4.1.slide1_image34.2021_01_06","orientation perturbed",FALSE,FALSE,TRUE
"EPB4.1.slide1_image37_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image37_left","yes",82.5,25.1,"-","-","yes","30.4","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image37_left.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image8.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image8","yes",87.5,35.9,"-","-","yes","27.7","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image8.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide2_image19.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image19","yes",90.2,35.1,"-","-","yes","21.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned","good","-","EPB4.1.slide2_image19.2021_01_06","orientation perturbed",FALSE,FALSE,TRUE
"EPB4.1.slide2_image24.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image24","yes",88.5,37.6,"-","-","yes","25.2","-","look like WT","look like WT","all look like WT (one TVC started the second division but not seen in the segmentation, because nuclei still too close in one cell)","good","-","EPB4.1.slide2_image24.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide2_image8.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image8","yes",80,35,"-","-","yes","23.3","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide2_image8.2021_01_06","WT",FALSE,FALSE,FALSE
"Eph.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image1","yes",100,25.4,"-","-","yes","30.6","distance should be longer - detected some background","look like WT","look like WT","all look like WT","not good","","Eph.image1.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image10_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image10_right","yes",35.8,16.8,"-","-","yes","42.2","-","look like WT","look like WT","all look like WT","good","","Eph.image10_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image11.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image11","yes",23.8,32,"-","-","yes","25.7","-","problem orientation and division","TVC cell alignment / enhanced TVC division","one of the TVC divided not in the medio-lateral orientation; and one TVC started the second division, but not seen in the segmentation because nuclei too close","not good","","Eph.image11.2020_06_17","division/orientation perturbed",FALSE,TRUE,TRUE
"Eph.image12_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image12_left","yes",40.6,40.7,"-","-","yes","40.2","-","look like WT","look like WT","all look like WT","good","","Eph.image12_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image14.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image14","yes",37.5,44.7,"-","-","yes","23.6","-","look like WT","look like WT","all look like WT","correct","","Eph.image14.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image16.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image16_left","yes",45.8,26.2,"-","-","yes","36","-","look like WT","look like WT","all look like WT","good","","Eph.image16_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image17_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image17_left","yes",65.7,11.2,"-","-","yes","42.7","-","look like WT","look like WT","all look like WT","good","","Eph.image17_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image17_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image17_right","yes",65.7,27.9,"-","-","yes","46.1","-","look like WT","look like WT","all look like WT","good","","Eph.image17_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image18_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image18_left","yes",50.2,10.7,"-","-","yes","34.6","-","look like WT","look like WT","all look like WT","good","","Eph.image18_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image18_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image18_right","yes",24.8,7.66,"-","-","yes","38.9","-","look like WT","look like WT","all look like WT","not good","","Eph.image18_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image2.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image2","yes",80.6,40.3,"-","-","yes","50.9","-","look like WT","look like WT","all look like WT","correct","","Eph.image2.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image20.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image20","yes",44.7,29.3,"-","-","yes","28","-","look like WT","look like WT","all look like WT","correct","","Eph.image20.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image3.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image3","yes",44.8,25.6,"-","-","yes","19.4","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Eph.image3.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image4","yes",64.6,41.3,"-","-","yes","9.36","-","problem migration and orientation","enhanced ATM migration / TVC cell alignment","the ATMs migrated a bit in the trunk, closer to the TVCs group; one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Eph.image4.2020_06_17","migration/orientation perturbed",TRUE,FALSE,TRUE
"Eph.image6.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image6","yes",45.8,36.2,"-","-","yes","34.7","-","look like WT","look like WT","all look like WT","good","","Eph.image6.2020_06_17","WT",FALSE,FALSE,FALSE
"Eph.image9.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image9","yes",55.2,35.5,"-","-","yes","12","-","problem migration","enhanced ATM migration","the ATMs migrated a bit in the trunk, closer to the TVCs group","good","","Eph.image9.2020_06_17","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image1_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image1_right","yes",100,29.4,"-","-","yes","41.9","-","look like WT","look like WT","all look like WT","correct","","Eph.slide1_image1_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image10.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image10","yes",90,33.6,"-","-","yes","35.9","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image10.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image11.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image11","yes",135,42.3,"-","-","yes","41.6","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image11.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image12_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image12_right","yes",100,44.3,"-","-","yes","10.6","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image12_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image14.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image14","yes",110,47.2,"-","-","yes","40.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio lateral orientation, so cells aligned","good","","Eph.slide1_image14.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Eph.slide1_image15.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image15","yes",110,42,"-","-","yes","40.3","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image15.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image18_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image18_left","yes",145,51.4,"-","-","yes","49.3","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image18_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image19_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image19_right","yes",80.7,32,"-","-","yes","17.3","-","look like WT","look like WT","all look like WT","not good","","Eph.slide1_image19_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image22_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image22_left","yes",100,39.9,"-","-","yes","31.8","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image22_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image22_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image22_right","yes",100,34.6,"-","-","yes","37.8","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image22_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image25_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image25_left","yes",95,15.5,"-","-","yes","31.6","-","look like WT","look like WT","all look like WT","correct","","Eph.slide1_image25_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image25_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image25_right","yes",95,32.7,"-","-","yes","21.8","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image25_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image26_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image26_left","yes",105,40.8,"-","-","yes","44.4","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image26_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image31_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image31_left","yes",125,22.1,"-","-","yes","25","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image31_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image31_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image31_right","yes",125,34.7,"-","-","yes","22.8","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image31_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image33_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image33_left","yes",90.9,28.3,"-","-","yes","50.4","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image33_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image5_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image5_right","yes",110,35.6,"-","-","yes","7.68","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image5_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image7_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image7_left","yes",130,28,"-","-","yes","32.8","-","look like WT","look like WT","all look like WT","correct","","Eph.slide1_image7_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide1_image9_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image9_left","yes",120,34.1,"-","-","yes","24.9","-","look like WT","look like WT","all look like WT","good","","Eph.slide1_image9_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image1_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image1_left","yes",105,39.9,"-","-","yes","48","-","look like WT","look like WT","all look like WT","not good","","Eph.slide2_image1_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image1_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image1_right","yes",105,42.1,"-","-","yes","48.6","-","look like WT","look like WT","all look like WT","not good","","Eph.slide2_image1_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image10.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image10","yes",100,33.4,"-","-","yes","35","-","look like WT","look like WT","all look like WT","not good","","Eph.slide2_image10.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image13.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image13","yes",110,42.3,"-","-","yes","22.3","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image13.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image14_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image14_left","yes",110,44.1,"-","-","yes","22.3","-","look like WT","look like WT","all look like WT","correct","","Eph.slide2_image14_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image14_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image14_right","yes",95,35.6,"-","-","yes","27.2","-","look like WT","look like WT","all look like WT","correct","","Eph.slide2_image14_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image19_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image19_right","yes",84.8,32.8,"-","-","yes","28.1","-","look like WT","look like WT","all look like WT","correct","","Eph.slide2_image19_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image20.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image20","yes",110,42.8,"-","-","yes","28.5","-","look like WT","look like WT","all look like WT","not good","","Eph.slide2_image20.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image23_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image23_left","yes",115,44.6,"-","-","yes","42.4","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image23_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image23_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image23_right","yes",105,39.2,"-","-","yes","40.8","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image23_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image25_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image25_right","yes",81.5,27.5,"-","-","yes","26.8","-","look like WT","look like WT","all look like WT","good","ambiguous between left and right","Eph.slide2_image25_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image27_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image27_left","yes",74.6,35.4,"-","-","yes","31.1","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image27_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image28_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image28_left","yes",100,38.5,"-","-","yes","29.3","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image28_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image28_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image28_right","yes",100,32.4,"-","-","yes","36.4","-","look like WT","look like WT","all look like WT","correct","","Eph.slide2_image28_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image3.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image3","yes",115,69,"-","-","yes","34.4","-","look like WT","look like WT","all look like WT","correct","","Eph.slide2_image3.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image4_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image4_left","yes",105,41.5,"-","-","yes","18.2","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image4_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image4_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image4_right","yes",105,41.5,"-","-","yes","27.1","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image4_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image5.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image5","yes",100,39.9,"-","-","yes","27.7","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image5.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image6.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image6","yes",110,30,"-","-","yes","29","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image6.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image7.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image7","yes",100,47.1,"-","-","yes","26.7","-","look like WT","look like WT","all look like WT","good","","Eph.slide2_image7.2020_02_06","WT",FALSE,FALSE,FALSE
"Eph.slide2_image9.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image9","yes",110,33,"-","-","yes","16.4","-","problem disposition TVC","problem disposition TVC","no orientation medio-lateral for the group (but no feature to catch this phenotype), rest look like WT","good","","Eph.slide2_image9.2020_02_06","WT",FALSE,FALSE,FALSE
"Ets.slide1_image1.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image1","yes",81.8,40.9,"-","-","yes","27.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells have not the correct orientation","correct","-","Ets.slide1_image1.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Ets.slide1_image12.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image12","yes",87.5,23,"-","-","yes","25.3","-","look like WT","look like WT","all look like WT","not good","-","Ets.slide1_image12.2020_10_06","WT",FALSE,FALSE,FALSE
"Ets.slide1_image18_left.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image18_left","yes",87.3,24.6,"-","-","yes","24.4","-","look like WT","look like WT","all look like WT","good","-","Ets.slide1_image18_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Ets.slide1_image25.2020_10_06","2020_10_06","Margaux Failla","Ets","slide1_image25","yes",87.3,34,"-","-","yes","16.2","-","problem disposition","problem disposition TVC","the 2 TVCs divided but the cells are separated not corretly established","not good","-","Ets.slide1_image25.2020_10_06","WT",FALSE,FALSE,FALSE
