Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Threshold surface,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Details phenotype,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2020-02-06,Margaux Failla,Tyrosinase,Slide1_image8_left,yes,107,47.5,-,-,yes,21.3,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image1,yes,115,42.1,-,-,yes,10.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image2_left,yes,97.2,35.7,-,-,yes,33.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image2_right,yes,100,41.1,-,-,yes,5.89,-,problem migration and division,"one of the TVC didn't migrate and didn't divide, it stayed in the tail with ATMs",good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image3,yes,106,33.5,-,-,yes,40.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image4,yes,99.4,27.8,-,-,yes,30.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image5_left,yes,135,33.4,-,-,yes,32.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image5_right,yes,108,24.8,-,-,yes,27.7,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image6_left,yes,83.2,35.4,-,-,yes,25.2,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so the cells are aligned",good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image6_right,yes,83.2,35.4,-,-,yes,21.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image7,yes,130,25.2,-,-,yes,31.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image8,yes,94,23.7,-,-,yes,31.4,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image9,yes,120,28.8,-,-,yes,50.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image10_left,yes,73.3,26.7,-,-,yes,31.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image10_right,yes,110,30,-,-,yes,40.1,-,problem migration,one of the ATM migrated with the TCVs in the trunk,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image11_left,yes,110,22,-,-,yes,29.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image11_right,yes,110,22,-,-,yes,28.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image12_left,yes,94,19.4,-,-,yes,32.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image12_right,yes,94,19.4,-,-,yes,39.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image13_left,yes,113,26.5,-,-,yes,22.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image13_right,yes,113,21.4,-,-,yes,25.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image14,yes,89.5,27.9,-,-,yes,12.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Tyrosinase,Slide2_image15,yes,85.3,28.5,-,-,yes,30.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image1,yes,129,23.4,-,-,yes,26.9,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide1_image2,yes,147,22.4,-,-,yes,39.6,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",correct,
2020-02-06,Margaux Failla,Depdc,Slide1_image3,yes,112,43.2,-,-,yes,18.9,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",not good,
2020-02-06,Margaux Failla,Depdc,Slide1_image4_left,yes,135,40.2,-,-,yes,33.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image4_right,yes,135,30.9,-,-,yes,27.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image5,yes,108,33.4,-,-,yes,30.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image6,yes,102,24.2,-,-,yes,30.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image7_left,yes,110,18,-,-,yes,35.3,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Depdc,Slide1_image7_right,yes,115,27.3,-,-,yes,19.7,-,problem orientation,"the two TVCs divied not in the medio-lateral orientation, so all cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide1_image8_left,yes,135,20.3,-,-,yes,0,groups connected,problem migration and orientation,"one of the ATM migrated with the TCVs in the trunk, and one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide1_image8_right,yes,111,23.4,-,-,yes,33,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image9,yes,92.9,34,-,-,yes,39.5,-,problem orientation,"the two TVCs divied not in the medio-lateral orientation, so all cells are aligned",not good,
2020-02-06,Margaux Failla,Depdc,Slide1_image10,yes,98.3,33.2,-,-,yes,21.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image11,yes,130,36.1,-,-,yes,0,groups connected,problem migration and orientation,"one of the TVC divided not in the medio-lateral orientation, so the cells are aligned and the group of TVC didn't migrate completely, they are still attached to the ATMs",correct,
2020-02-06,Margaux Failla,Depdc,Slide1_image12,yes,112,31.3,-,-,yes,21.9,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide1_image13,yes,130,25.4,-,-,yes,29.8,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide1_image14,yes,176,28,-,-,yes,24.2,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide1_image15_left,yes,135,34.3,-,-,yes,21.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image15_right,yes,105,23.5,-,-,yes,20.8,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",correct,
2020-02-06,Margaux Failla,Depdc,Slide1_image16_left,yes,63.7,8.49,-,-,yes,27.6,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",not good,
2020-02-06,Margaux Failla,Depdc,Slide1_image16_right,yes,113,26.5,-,-,yes,27.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image17_left,yes,120,22.1,-,-,yes,32.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image17_right,yes,120,32.9,-,-,yes,40.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image18_left,yes,115,25.9,-,-,yes,23.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image18_right,yes,115,25.9,-,-,yes,21.6,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide1_image19_left,yes,109,23.2,-,-,yes,24.3,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",not good,
2020-02-06,Margaux Failla,Depdc,Slide1_image19_right,yes,109,23.2,-,-,yes,15.7,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Depdc,Slide1_image20_left,yes,111,21.7,-,-,yes,39.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide1_image20_right,yes,111,21.7,-,-,yes,38,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image1,yes,125,50.7,-,-,yes,29.2,-,problem orientation,"the two TVCs divied not in the medio-lateral orientation, so all cells are aligned",correct,
2020-02-06,Margaux Failla,Depdc,Slide2_image2_left,yes,99.4,37.4,-,-,yes,26.9,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image2_right,yes,99.4,37.4,-,-,yes,26.7,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image3,yes,131,30.3,-,-,yes,31.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide2_image4,yes,124,32.3,-,-,yes,26.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide2_image5_left,yes,91.8,25.4,-,-,yes,35.9,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide2_image_right,yes,71.9,25.4,-,-,yes,35.7,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image6,yes,110,30.5,-,-,yes,22.5,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image7_left,yes,116,29.2,-,-,yes,22.5,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Depdc,Slide2_image7_right,yes,125,34.6,-,-,yes,54.1,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image8,yes,111,35.6,-,-,yes,39.7,-,problem orientation,"the two TVCs divied not in the medio-lateral orientation, so all cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image9,yes,109,48.2,-,-,yes,0,groups connected,problem migration and orientation,"the migration was not done completely, one of the TVCs is connected to the ATMs and one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image10_left,yes,120,17.1,-,-,yes,43.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide2_image10_right,yes,120,34.2,-,-,yes,43.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide2_image11_left,yes,97.2,35.6,-,-,yes,27.3,-,problem orientation,"one of the TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Depdc,Slide2_image11_right,yes,79.3,15.1,-,-,yes,34.4,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,Depdc,Slide2_image12_left,yes,85.5,16.7,-,-,yes,30.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Depdc,Slide2_image12_right,yes,113,25,-,-,yes,23.9,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image1,yes,150,21.8,-,-,yes,4.38,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image2,yes,133,36.8,-,-,yes,1.18,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image3,yes,94.9,28.8,-,-,yes,42,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image4,yes,105,32,-,-,yes,0,groups connected,problem division and migration,"the TVCs didn't migrate completely, one is still connected to the ATM and this TVC didn't divide",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image5,yes,115,25.3,-,-,yes,19.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image6,yes,112,29.1,-,-,yes,27.6,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,Foxf,Slide1_image7,yes,100,17.8,-,-,yes,18.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image8,yes,85,14.5,-,-,yes,40.7,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image9,yes,100,22.2,-,-,yes,10.2,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,Foxf,Slide1_image10,yes,113,32.5,-,-,yes,12.3,-,problem migration and orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned; and one ATM migrated in the trunk",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image11,yes,110,27,-,-,yes,10.3,-,look like WT (but the 4 cells are not  in the medio-lateral position: but not feature to extract this),all look like WT but  group of TVCs is not in the good orientation (no features to see that),not good,
2020-02-06,Margaux Failla,Foxf,Slide1_image12,yes,105,25.3,-,-,yes,21.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image14_right,yes,99.4,34.2,-,-,yes,43.7,-,problem migration and orientation,one of the TVC didn't migrate and divided in the tail; the TVC that migrated in the trunk divided not in the medio-lateral orientation,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image14_left,yes,99.4,34.2,-,-,yes,44.2,-,problem orientation,one of the TVC divided not in the medio-lateral orientation; the cells are aligned,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image15_right,yes,111,24.9,-,-,yes,0,groups connected,problem migration and orientation,"The migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image15_left,yes,111,21.8,-,-,yes,0,groups connected,problem migration,one of the ATM migrated but not completely so it is attached to the TVCs but also the other ATM in the tail ,good,
2020-02-06,Margaux Failla,Foxf,Slide1_image16,yes,115,35.3,-,-,yes,10.8,-,problem orientation,"the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image17,yes,65.7,25,-,-,yes,64.2,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",correct,
2020-02-06,Margaux Failla,Foxf,Slide1_image18,yes,103,31.2,-,-,yes,26.8,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image19,yes,115,35.8,-,-,yes,15.3,-,problem orientation,"the 2 TVCs divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image20,yes,105,37.8,-,-,yes,26.3,-,problem orientation,"the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned",not good,
2020-02-06,Margaux Failla,Foxf,Slide1_image21,yes,98.3,38.5,-,-,yes,22.2,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image22_left,yes,116,25.9,-,-,yes,0,groups connected,problem migration and orientation,"The migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation",good,
2020-02-06,Margaux Failla,Foxf,Slide1_image22_right,yes,83.2,25.9,-,-,yes,16.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image1,yes,115,31,-,-,yes,14.1,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image2,yes,94,17.4,-,-,yes,3.55,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image3_left,yes,140,27.5,-,-,yes,14.2,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Foxf,Slide2_image4,yes,102,22.3,-,-,yes,9.98,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",correct,
2020-02-06,Margaux Failla,Foxf,Slide2_image5,yes,94.3,17.3,-,-,yes,24.3,-,problem orientation,"the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image6,yes,80.8,22.6,-,-,yes,21.1,-,problem orientation,"the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image7,yes,120,35.5,-,-,yes,30.5,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image8,yes,125,25.3,-,-,yes,22.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image9,yes,86.4,36.8,-,-,yes,27.3,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",correct,
2020-02-06,Margaux Failla,Foxf,Slide2_image10,yes,103,28,-,-,yes,30.9,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",not good,
2020-02-06,Margaux Failla,Foxf,Slide2_image11,yes,120,26.2,-,-,yes,43.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image12_left,yes,120,29.7,-,-,yes,20.4,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image12_right,yes,115,29.7,-,-,yes,27.4,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image13,yes,120,24.1,-,-,yes,20.7,-,problem orientation,"the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image14_right,yes,109,21.6,-,-,yes,24.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image14_left,yes,89.7,16.2,-,-,yes,28,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Foxf,Slide2_image15,yes,120,22.9,-,-,yes,29.4,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",good,
2020-02-06,Margaux Failla,Foxf,Slide2_image16,yes,113,14.9,-,-,yes,0,groups connected,problem migration and orientation,"the migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation, so cells are aligned",not good,
2020-02-06,Margaux Failla,Foxf,Slide2_image18,yes,108,35.6,-,-,yes,10.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image19,yes,120,21.2,-,-,yes,20.9,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image20,yes,125,19.5,-,-,yes,5.59,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Foxf,Slide2_image21,yes,102,29.7,-,-,yes,12.5,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned",correct,
